,label,text_changed
25762,1,ayer preguntaban y dnde estn las solteras todo mi grupo alza la mano y yo la nica que no y todas voltean a verme ajajajajajja
1135,2,"para este periodo del proximo congreso2020 accion popular tiene como uno de sus objetivos principales terminar con la reforma politica el peru necesita seguir adelante

siempremorales
accionpopular pedromorales ap8 ece2020"
20407,0,canalhsj adivinen julio guzmanrenuncia al partido morado presentar a su esposa y partidaria en conferencia de prensab
29293,2,peruperu  que es jugar limpiovota  ppc  en  lima albertobeingolea  diputado
34495,0,detesto a  fuerzapopular   pero tienes razon  lo peor de la politica son esos partidos de izquierda cavernaria como la de cerron
2397,0,aqui vemos un  fujimorista iluminado q te explica x q no votar por  fuerzapopular el partido de la sra  k   fujiaprismonuncamas  felizmiercoles
19437,2,nicolaslucar si s democrata espero q invite a mauricio mulder o  radio exitosa lo tiene censurado
16396,0,fabricianocp el fin del partido morado  que tal sinvergenza como le pudiste ser infiel a tu esposa encima que te mantena y lo pe
77,2,sinceramente nunca me consider belieber porque no es mi dolo pero s me encanta como artista y me s toooodas sus canciones
35141,2,ursulamoscoso estamos en vivo conctense  ursulamoscoso m23 partidomorado
11364,1,00private matuk enriquefcha an estamos a tiempo de votar por ella frenteamplio
18526,1,adis alcohol fue lindo mientras duro
18696,1,danielurresti1 accionpopular tiene una larga tradicion democratica y las decisiones personales de anteriores representantes no corresponden a nuestra historia ellos responderan ante el pais y el partido por sus actos adelante
3989,2,bien que el partidomorado saque de inmediato a daniel mora mal que julio guzmn no se pronuncielos congresistas que obtenga este partido sern mrito de sus candidatos y no por el lider de ese partido
19357,2,"rosa bartra y mauricio mulder se estan follando a todo que capos 

yovotosolidaridadnacional porque no quiero que cambien la constitucion como en venezuela
debateportvperu"
17883,2,el  ppc no espero que la  alternancia y  paridad sea obligatoria  desde ahora sus listas se caracterizan por eso  da el ejemplounequipoquejuegalimpio  debateece2020  debatepovperu
30007,0,accionpopular sres accionpopular  asi no funciona cuando tu militante vitocho aliado con los fujiapristas han blindado corruptos accionpopular no dijo ni pio
32191,0,voxpopuliperu aqu estn las liblulas de vizcarra camufladas en el partidomorado  dentro de los 6 primeros de la lista  sea si marcas x en dicho partido contribuirs a que ingresen ellos y daniel mora que es el no 3 al congresoperu
26757,1,rt peruigualdad debate  alianza por el progreso en debate le preguntan sobre despenalizacion del aborto en caso de violacion dijo que e
3645,1,gusramirez fujiaprismo el mismo trmino que usa frenteampliope y toda la izquierda incluida latiaregia y sus servidumbres marisaglave e indirahuilca  las coincidencias de la poltica con el partidomorado
28152,1,pbodigital partidomoradoapra renzoiban  se ha demostrado que hay una concentracin del poderaccinpopular ricardoburgaap
25558,1,perupara el  ppc la educacion mas que un servicio  es un derechodebatecec2020  debatetvperu
5742,1,accionpopular los miembros de la bancada disuelta actuaron sin consecuencia partidaria ni doctrinaria y no representaba el sentir de la militancia y menos de los principios de accionpopular
34342,0,confias en los politicos que taaanto quieren una nueva constitucion es un capricho politico no de la gente mejoremos lo que hay que mejorar pero partir de 0 leyantisaqueo rechazonuevaconstitucion chile santiagodechile  holachileteinforma noticiastvn frenteamplio
26110,0,la ptm no supero lo de ayer mi ao nuevo se fue a la mrd
1647,0,"rt pina77605470 abrelosojos

no daremos nuestro voto a ningun corrupto como a mauricio mulder"
34608,0,cualquier cosa es mejor que la  mierda de  fuerzapopular
20606,0,pbodigital combutterspartidomorado  exclusivo julitoguzmn habla de su huida  carlospolivoz incendi el set de combutters
20733,0,carmengonzlez no entiendo qu es el partidomorado julioguzmn es una persona polticamente indefinida
9515,2,aracelyperi alejandrosanz corazonesperu girasiropevivo con nuestro chan hermoso
35030,2,maxjacinto4  para elpartido morado las diferencias no deben convertirse en desigualdades tenemos un compromiso republicano con l
2490,2,el fujimorismo esta mas vivo que nunca  vamos carmen k 28 con tu compromiso seguiremos avanzando  fuerzapopular  limaco  lima  peru
21942,1,mesa 3cierre de brechas  rocio silva del  frenteampliojahely albarracin de  ppslilian alvarado de  ppcsalvador heresi de  contigo diethell columbus de  fuerzapopular myriam reategui de  democraciadirecta guillermo bermejo de  patrialibre
3005,0,elderrodrigueza alvarosarco y as se diluye el moradito decente segn el reportaje periodstico huyendo ante el incendio y probab
18963,1,"rt pibeperuano porque partido politico votara en las elecciones congresales 2020

voto2020 votoinformado
fuerzapopular
accionpopula"
33323,2,ivyjara no te cambiaria  ni por la mujer ms bella del mundo  porqu solo tengo ojos para ti
31116,0,metastasis caviar     perunacion     es absolutamente antidemocratico      fuerzapopular    es
19042,1,rt conocelosperu alianza para el progreso  marco antonio centty lopez quien renuncio hace poco al partido contigo postula al parlament
29663,0,lunes de lentejas y yo extraando el espesado
24565,1,ucinoticiaspe  envivo argollatv por ucinoticiaspe hoy continuamos con el dilogo con los candidatos al congreso esta noche no
33285,2,al parecer tu casita no es tan itaise ve divina chinita karenschwarz que felicidad por uds  seguro dormy tb est re feliz
32910,0,alejoabarca muy underground ya mano
25775,1,la vida te va a poner donde debas estar porque en ltimas todo aquello que fue ya es y lo que ha de ser fue ya
20297,0,fuerza popular no  queda claro lo que es ese  partido  con este tipo de personas    vulgar   malcriado  atrevido   no mide sus palabras   demuestra quien es  verguenzapopular  fuerzapopular
3593,0,dmorazevallos partidomorado elcomercioperu larepublicape latinape atvpe atvmasnoticias noticiamerica noticiastvperu peru21noticias tromepe lamula ahora dmorazevallos despus de esto no vayas a regresar molesto a tu casa a desquitae nuevamente con tu seora esposa partidomorado esperamos que harn las gestiones con la policiaperu y mimpperu para proteger a esa seora
14966,1,rt leahsacin y tambien una mesa femenina multipartidaria arlette contreras del frente amplio alexandra ames por somos peru y lesly shy
34965,0,jaicec dice que el apra no existe pero lo culpan de la debacle del partido morado sufrocomocaviar
21975,1,ultima encuesta el  ppc esta subiendo ahora vamos 6  amigos los invito a ver nuestras propuestas en las 4 lineas de accion  seguridad reforma politica reforma judicial economiatenemos 21 propuestas en estos 4
13666,1,cuanto ganascuanto ganaste hoycuanto gano el peru por tus acciones hoyhuachanojkmentalidad ganadora fomentando el depoeppc partido que juega limpio
9521,2,siempre me han dicho que la relacin que tengo con mi pap es muy bonita es por que siempre solo nos hemos tenido el uno al otro
27567,2,candidato al congreso de la republica por lima  juan carlos tabja majlu f  marca la k y escribe el numero 23   fuerzapopular
31131,2,carlos mesia  envia un saludo por el 485 aniversario de la fundacion de la ciudad de lima  fuerzapopular  k10  elguardiand
22440,0,dios no levante la campaa me van a colgar ah claro igual no me envan las entradas y ya me estoy por ir  joder ejecutiva ctv
6127,1,esta noche en 2020n estaremos con omar chehade omarchehademoya candidato al congreso por alianza para el progreso con el 1 via canaln
17316,0,el vuelto a julioguzmanperucomenso a salir lo malo del partidomoradohay ms osea el confiesa que es uno de ellos y al ser descubierto seala a los dems que estn ocultos pasndola piola
26788,0,mauricio mulder con el fujimorismo no hubo alianza hubo confluencia  video
23812,2,candidato al congreso de la republica por lima  josue revilla diaz  marca la k y escribe el numero 29   fuerzapopular  lima
34464,2,yo voto por julio caballero marca la k y escribe el 35   k35  fuerzapopular  fuerzanaranja   https
34772,2,el chino si trabajo por el peru     que nostalgia de tener un presidente conduciendo nuestro peru    a recuperar el tiempo perdido en persecuciones politicas y vulneraciones de la constitucion    ademas de 0 obras   viva la democracia    graciaschino   fuerzapopular  fp n  1
27859,1,congreso que  peru elegira el 26 1 podria estar presidido por una mujer  monica saavedra  accionpopular  centro fluctuante  o martha chavez  fuerzapopular  derecha radical   podria sorprender francisco sagasti  partidomorado  centro elastico
17270,2,de belaunde partido morado tiene propuestas ms avanzadas para la equidad de gnero resalt que su agrupacin poltica actu de manera opouna en el caso daniel mora danielmora alberto debelaunde partidomorado
25789,1,ese momento en el que no puedes dormir y no sabes por qu pero ests con una sonrisa de oreja a oreja al igual que toda la semana
29327,2,el  ppc cree en la justicia  inversion y la justa distribucion de la riqueza  ese sera el noe de nuestra bancada en el proximo  congreso
6251,2,rosasal76618760 mauriciomulder ginocosta te apuesto que si pasamauricio mulder
26940,1,rt caretas debateece2020 el candidato aprista mauricio mulder sealo a caretas  que hay una tendencia al correctismo politico en el
12221,0,jaicec a este paso van a seguir saliendo escndalos del partido morado hasta medio ao todos los das se destapa un nuevo pegaln u
23526,2,fotoscc grandes mujeres y una mirada que habla y que dice que tenemos que seguir carolinacosse intendencia frenteamplio
31577,0,jaicec el partido morado tiene los mejores filtros decan sufrocomocaviar
25164,0,el partido aprista tiene a mijael los moraditos tienen a su guzmancito hechos a la medida para autodestruirse julioguzman partidomorado votoinformado
24621,0,internacional peru el excongresista y exministro de defensa fue acusado por su esposa de haberla agredido despus el partidomorado pidi su renuncia a la organizacin poltica y a su postulacinestrelladigital
29391,2,nuevos vientos en elperu  que gusta que una joven mujer este tomando liderazgo  la 10 delperu  ppc  unequipoquejuegalimpio  debatepovperu  debateece2020
27320,0,"cnnchile entonces seora carmen junte agua por que no nos dejaremos pisotear por una minora que a costa de violencia nos quiere amedrentar
estamos calladitos pero reventaremos y comenzaremos con los de primeralineadelincuentes y luego frenteamplio y todos los comunistaspuerkos"
28115,2,manuelaltamira1 es la oportunidad de apostar por propuesta y personas que valgan y quieran al pas muy bien que estn abriendo los oj
7939,2,perunewsale pepi patrn julio guzmn tendr oportunidad para reconciliarse con la ciudadana la candidata pepi patrn sostuvo qu
23747,0,la aplaudo de pie a ud y a todos los vecinos ahora veremos cunto tardarn las bestias protegidas del frenteamplio y del pcdechile en dejarlo igual o peor que antes  estamos solos
35822,2,muy bien explicado alberto belaunde danielfolivares  julioguzmanperu no es el candidato  ya tendr tiempo para aclarar todo sobre este caso  no desviemos la atencin cambiemos el congreso vamos partidomorado guzmn elecciones2020 partidomorado
19416,2,rt renattobautista el gran mauricio mulder que es el mejor parlamentario aprista da catedra a esos que no saben nada del derecho parlamen
4706,1,instituto  ppc la audiencia del pasado lunes 13 1 en el ministerio paso a cuarto intermedio para el 23 1 por falta de acuerdo entre las partes  el club continua con la desicion de las bajas y desde utedyc no quiere dar a lugar para las mismas el ministerio tiene ahora la palabra
4076,0,el excongresista se pronunci sobre la denuncia por violencia fsica y psicolgica en contra de danielmora candidato del partidomorado
31420,2,brujita   feliz cumpleaos      dra    gracias por seguir fortaleciendo y uniendo al fujimorismo  dios me la bendiga
34539,2,porque partido politico votara en las elecciones congresales 2020    voto2020  votoinformado  fuerzapopular  accionpopula
249,0,no puede ser los 2 cineplanet de trujillo cerrados yo quera ver calichinlapeli elmiyashiro
14259,2,hoy pasaremos una hermosa tarde con ellos shownavidad casahogarmamvictoria
34733,0,christianhucdwalcker la estrategia de las  encuestadorassicarias   todoscontraelfujimorismo listos la parejitadelpresidente    chichi y su cosito de  ipsos21 chupes  hacen sandwich   de  fuerzapopular con comunistas y caviares del  partidomorado y  ap
33788,2,rt ysildur1 mauricio mulder destruye olimpicamente a super caviaron gino costra
8567,0,willaxtv alexvonehren partidomorado si votas marcando x por el partidomorado  tendrs de congresista a danielmora por ser el no 3 de la lista   no te engaes  no por ser vizcarrista o antifujiaprista expongas a tu entorno eleccionescongresales2020
5297,0,feo es estar enfermo con gripe a esta alta temperatura de tarapoto
23124,0,"bien caradura mauricio mulder mauriciomulder que le dice mentirosa dos veces a periodista carla muschi carlamuschi que le dice las verdades en su cara pelada
por si acaso la intencion de voto nacional es 28 y lima 23 
esa es la real votacion no lo que dice el maton 49"
34907,0,enrique54008266 en el debate por el acuerdo de escazu una persona del pblico cuestiona la participacin de santibez y pepi patrn
20373,2,alvabren toca votar por partidos que no estn vinculados a las mafias vota por juntos por elper frente amplio o el partidomorado n
12265,0,larazonpe jurado electoral especial conoca la denuncia contra danielmora zevallos secretario nacional y
36080,2,y buen final de cierre  y es que nunca hemos perdido el norte por ganar una eleccionppc  unequipoquejuegalimpio  debatepovperu  debateece2020
35083,0,perunewsale marisol prez tello es penoso lo que ha pasado con elpartidomorado secretaria general del ppc afirm que todas las
21272,0,candidatos del partidomorado respaldando a guzmn diciendo que creen su versinprefirieron hacerse el harakiri antes que asumir una posicin valiente frente a los hechos
6184,1,rt peruigualdad debate  alianza por el progreso en debate le preguntan sobre despenalizacion del aborto en caso de violacion dijo que e
4852,1,todo lo que tienes que saber sobre  ppc en el 2020  webinar porsantibanez  no te lo pierdas
22365,2,vivianarojasv feliz navidad vivi que lo hayas pasado bonito con todos tus seres queridos
16670,0,veratrey partidomorado result ser una guarida de indeseables por decir lo menos 
3006,0,eljoraka julio guzmn evadiendo las respuestas  partido morado es una estafa
4272,2,mi voto est decidido partidomorado al congresovotomoradopartidomorado piensaantesdevotar
25040,0,que la rata nos protejami columna de hoy en diariocorreo danielmora partidomorado partidoojomorado congreso eleccionescongresales2020
31265,0,quedan solo 8 dias para las  elecciones2020  comparto nuevamente el hilo que escribi hace unos meses en el cual demuestro los vinculos entre  fuerzapopular y el  sodalicio  presten atencion especial a la figura de caccia  quien hoy se la juega por  solidaridadnacional
6355,0, mulder opino en abrelosojos que mora trabajo con el miedo a su conyuge quien ratifico su denuncia por violencia familiar
17515,0,partido m con m de maltratadorespartidomorado correcomoguzman danielmora
18183,2,ramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo
8127,0,partidomorado violenciafamiliar previo a su dimisin a la agrupacin que lidera julio guzmn daniel mora afirm que era deplorable que se quiera realizar un aprovechamiento poltico de un tema familiar
34024,2,mauriciomulder yo no soy aprista pero mauricio a demostrado ser un politico consecuente y honesto por eso en esta elecciones votare por mauricio mulder
4899,2,sigridbazan tu optimismo es admirable
23481,2,politicalr mauricio mulder el mejor congresista del peru  con el  1 votaremos por quienes defienden la democracia y la familia para que pida la vacancia de vizcarra y vuelva a plantear la ley antimermelada
14158,0,sinqueso noooo omg siempre me pierdo los mejores fanarts
16785,0,per sin duda el partidomorado lleva el mejor equipo al congreso 2020 la prueba irrefutable los corruptos comunistas socialistas y terroristas se han lanzado como hienas hambrientas sobre su lder julioguzmanperu atentos 20enero
34085,0,mauriciomulder ampay el equipo rocket de la mafia fujiapra que estaran tramando mauricio mulder karina beteta cecilia chacon rolando sousa y yeni vilcatoma  eleccionescongresales2020
19769,2,"t tambin quieres que el pas mejore entonces ha llegado nuestro momento juntasas podemos lograrlo 

marca la  del frenteamplio y escribe34 d

cambiemosjuntoselper"
9941,1,bonitaangelique solo dormire dos horitas bueno yo me lo busque
32684,1,por eso el  ppc anda asi  no entiende los conceptosboomers 80 s
18960,2,"rt pedromoralesmi ultima encuesta de ipsos peru accion popular seguira trabajando a favor del peru adelante 

siempremorales
acci"
34853,0,augusto2412 mora pegalon no fue a quien su hijo tambin le peg oseakike bravo prado karlacalle jbcperu sullama solagustin
12979,0,qu terrible con voz baja mirada triste guzmn dice que ahora ser un aliado s un aliadoun comodn un tremendo comodn aleaaaaaaaacuartopoderestiempodedecidirpartidomorado
15055,0,rt rppnoticias  mauricio mulder candidato al congreso por apra comparo la vida secreta de alejandro toledo con la de julio guzman y
28682,0,verolinaresc gloriamonteneg mimpperu poderjudicial fiscaliaperu minim no se di cuenta la acuciosa prensagorritiana cuando postul el no 3 del partidomorado de julioguzman a mora morados y moretones diles  no no te expongas menos a tu entorno 
26710,1,esta noche en 2020n estaremos con omar chehade omarchehademoya candidato al congreso por alianza para el progreso con el 1 via canaln
30722,0,rt rppnoticias capital opinion  no se inmolen tanto por la patria no los necesitamos dijo el conductor sobre mulder quien aseguro q
13067,0,daniel mora lamento el comportamiento de quienes hasta el incidente llam amigos danielmora partidomorado
23052,0,rt politicalr video mauricio mulder si es legitimo que me digan perro
15363,2,"rt eusebeias mauricio mulder es el mejor
congresista fiscalizador que
tenemos votemos por el apra
debemos saber que esta 
haciendo el"
16673,1,wilaquinoc julio guzmn en el preciso instante del incendio partidomorado
32804,0,el  ppc de mano de su actual sg va camino a su desaparicion y  o virtual conversion en una nueva entelequia del caviaraje nacional
20860,2,anajarav danielfolivares alberto belaunde julianaoxenford julioguzmanperu en sus paredes y pancartas tienen foto de julioguzmn su lder quien les marca el horizonte el domingo en la franja electoral sali l a llamar al voto por el partidomorado
25983,1,paovales no tiene nada de malo ser coquetos
31018,0,qu pas frenteamplio dscolos florcitamotuda y pamjiles 
10335,0,oscartorresnews jorgemunozap nada absolutamente nada igual que todos los de accionpopular incluyendo al bonachon de paniagua  que linero terroristas dejo gobernar al comechado de garcia sayan y todos sus caviares accionpopular siempre desgracio al pais desde su primer gobierno
25153,0,el caso daniel mora trae al recuerdo de todos los peruanos el caso fujimorista una hija que no defendi a su madre cuando fue torturada por su padre prefiriendo el poder deldictador japons antes que su madre esa es la seora kpartidomorado  ojomorado
15203,1,que esta pasando en abrelosojos error tras error y no sale la pregunta de omar chehade para mauricio mulder
15960,0,poder asi hubiera sido de  inquisidor  con luz salgados  pero como las antiguas de  fuerzapopular se chupa  con ella no saca el cuchillo  pone su saco para que ellas pasen
5197,0,es una lstima que todos los estrenos de star wars los voy a terminar relacionando con el fin de penta runners fue muy sorpresivo
7336,2,candidata al congreso de la republica por lima  maria elena rios suarez  marca la k y escribe el numero 16   fuerzapopular
2100,2,"rosabenitesg en tele3 del valle de la libertadmuchas gracias por la oportunidad para dar a conocer nuestra propuesta
vamosjuntas"
26136,1,mrdanterossi bate con agua fra para que la temperatura de tu cuerpo sea menor que la del ambiente
35241,2,politica eso significa que estamos avanzandoque estamos haciendo por primera vez un partidopoltico para todos los peruanos quieren buscar la sinrazn para hacernos caer pero cuando los buenos juegan siempre ganan  peru partidomorado eleccionescongresales2020
26055,1,yo no quise hacerle screen a su snap en serio
34765,0,obstruccion de justicia   se orak  mafia  fuerzapopular
18207,2,nunca esperes nada bueno de nadie  es mas bonito vivir as
33199,1,edwin jajajaja con tanta tecnologa las pilas salen caras por lo menos te ahorraste en regalos
12839,0,noticiamerica el cnico manoseo de la falsa moral  filosofa pucp puff partidomorado   eleccionescongresales2020niunamenos
34119,2,rt rosarioveintem1 mauriciomulder la capacidad de defensa a la constitucion y la democracia nadie la tiene tan clara como mauricio mul
19986,2,carlitarocha  segun la encuesta de ipsos  fuerzapopular lidera las preferencias electorales para las elecciones del 26 de enero 2020 seguido por   psn  el gbno  auspiciador de esta empresa  ha prohibido se publique  desmientelo
31899,0,augustoreyh entendido ni pensar votar blanco o viciado sino vamos a tener metidos en el congreso a gente del frenteamplio y juntosporelperu imposible tampoco por el partidomorado cuyo lder julioguzmn es calificado por danielmora como desleal y mal amigo
8229,0,capital967 julioguzman  renunciar al partidomorado dir que es gay se presentar con su esposa y su partidaria en conferencia de prensahuir del per hasta que las cosas se calmengorriti y vizcarra lo abandonarnrenunciar debelaunde y ginocosta
23057,1,mauricio mulder llamo 61 veces a investigados por el caso cuellos blancos  90 central
10792,1," mauricio mulder candidato al congreso por apra comparo la vida secreta de alejandro toledo con la de julio guzman y considera que es un lider de barro que se ha caido

 suscribete a nuestro canal de rppxyoutube "
23715,0,"el frente amplio se dio cuenta que con su inconsecuencia y traicin le abrieron las pueas a la ley del gobierno y la derecha amarillos de mierda elfrenteamplio
felizviernesatodos frenteamplio chiledespeo nuevaconstitucion renunciapiera"
28356,0, me dio una cachetada rompindome la nariz a lo q me defend con mis manos ante eso empez a abofetearme q me ca al piso estando ah indefensa comenz a patearme varias veces en la pierna para luego salir d la casael partidomorado pedir la renuncia de danielmora
23190,0,"rt arturoayala4 rosa bartra y mauricio mulder piensan que no tenemos memoria o que somos idiotas

que falta de respeto sus exposiciones"
980,0,malditaternura mientras el presidente de accion popular llama  ltltltmomentos gtgtgt a la agresion que realizo mora a su esposa parece que en accionpopular  tbn hay agresores a mujeres postulando  congreso
1913,0,"alcortalourdes lo que hicieron fue una tremenda estupidez 
debieron parar la eleccion  en ese dia  hacer la finta como dice mauricio mulder y elegir 
reconoce que fueron unos imbeciles al seguir con la votacion"
24103,0,cruda realidad  no votemos por los opresores de la derecha   fuerzapopular  apra  accionpopular  solidaridadnacional  y sus satelites
27881,2,empezamos con fuerza  hoy en el mercado de virgen del carmen de la huayrona en san juan de lurigancho  el distrito esta co
7977,0,rafaelvasquezn los referentes del partidomorado copiando las malas prcticas de blindaje de quines dicen combatir los fujimoristas
33091,0,dicediego1 loprock soy un esclavo de fines de semana
25267,0,la amante de julio guzmn esperando que regrese con ayuda julioguzman partidomoradopoliticadecente partidomorado
5237,2,es mi mes favorito del ao diciembre
9761,0,forceviciconte mica va a estar ne la 8g porque sus palabras en ig me hace dudar igual si sigue cbt peru y se queda alla mejor
32845,1,los 3 candidatos delperu han demostrado claridad y madurez  cosas basicas e impoantes para un debate  pero sobretodo para decirle al pais que estamos listos y con muchas ganas de servir  esto es el  ppc  equipo que juega limpio199
6359,2,marcyarevalo jedihuilo larepublicape ya habia ganado las elecciones internas en el 2017 pero por un quitame estas pajas se hizo de nuevo y lo gano son decisiones politicas mauricio mulder es el referente del partido y da la cara en momentos dificiles
19315,0,"mauricio mulder la tarea fundamental del congreso es la fiscalizacion
segun idl del 2001 al 2016 se pagaron mas de s 11600 millones en sobrecostos al cartel lava jato
que paso con la fiscalizacion
 debateece2020"
5157,0,que se te pierda el dni justo a das de viajar horrible la verdad
5526,0,recibir el ao nuevo sin luz que sean las 10 y sigamos sin luz micelmuere notengobateria
4260,1,magaly medina muestra detalles del chifa pachamanquero de julio guzmn que vengan los bomberos  teinvitounchifitasi vamos a mi casa a ver magalytvlafirme  partidomorado
19115,2,rt ysildur1 esquinabaja mi voto es x el mejor congresista del peru mauricio mulder
18671,1,"luisroel nosotros vamos a diferenciarnos de la anterior bancada de accionpopular ellos han tomado decisiones personales y tendran que asumir sus responsabilidades    

 fb   youtube "
15184,0,abrelosojos si claro los trolles del gobienro mauricio mulder  si claro el apra que nos dio la inflacion mas alta en el peru  en su 1er gobierno liberacion de narcos y terrorismos  matanzas 2do gobierno liberacion de narcos y se han robado dinero  si claro trolls
25318,0,moradillos que roche tu candidato con enfque de gnero degenerado julioguzman partidoojomorado partidomorado danielmora ideologiadegenero
18620,2,brsc8 migvelinho puta que rico csm vuelvo al encierro y de paso a comer carnes congeladas por 15 das
2571,0,ellos empezaron la campaa con la cantaleta del fraude y lo han venido diciendo todos los dias  lo adverti cuando  fuerza
25104,0,cuando vemos como se explica julio guzmn sobre que no fue una infidelidad y se ve en el cuarto velas  globos y formas de corazones y ellos dos entrando secret y como el se ve como para que no lo vean vla esposa ripartidomorado partidomorado julioguzman lol peru
29380,1,miguel angel  soria del  ppc sobre si las personas con juicios pendientes deberian ser candidatos dice que los partidos deberian ser los responsables y que no se debe de atacar la presuncion de inocencia  plantean la muerte politica en casos de corrupciondebateelectoral
29466,2,no muchas cosas me han hecho tan feliz en estos das como darme cuenta que todo ape in pink marble de devendra banhart est en spotify
30967,0,en diciembre fueron despedidos 400 trabajadores de farmaciascruzverde y pasa el 100 de su propiedad a sus inversionistas mexicanosen marzo se evaluar declararse en quiebra y todo gracias al partidocomunista y el frenteamplio y su golpedeestado 
28863,2,eso explica el cargamontn como en 2016 contrabajo de hormiga venimos construyendo confianza y eso se refleja en la gente involcrate m3 partidomorado lambayeque
31178,1,cierredelkongrezoo a pesar que   habia pedido a   olaechea que se vea primero la  cuestiondeconfianza y se posponga la eleccion de miembros del  tc   fuerzapopular  apra  acvionpopular  app  ppc  contigo votaron para q se continue la eleccion de miembros del  tc
21636,0,ya sabemos por qu a mora y a julio guzmn les gusta el color moradoojomoradodanielmorapartidomorado
22178,1,situacin econmica actual le debo 2 soles al metro de shell jajajajaja
34369,1,"estamos en san marcos en un debate dnde presentaremos nuestras propuestas y dilucidaremos afn que el electorado presente escoja la mejor opcin este 26 de enero

hay dos sillas vacas vayan imaginndose quienes arrugaron

emiliomayhua elecciones2020 frenteamplio"
11208,0,bacigalupodr1 miha guianze totalitaria y antidemocrtica no cree en los derechos humanos su sueo es infiltrar el ejrcito nacion
24924,0,partidomorado ojomorado y oomoradoasi es el partidomorado partidomorado
4410,2,tras una reunin con julioguzmn el comit poltico del partidomorado asegura que el asunto ha quedado esclarecido en referencia al incendio en departamento
10778,0,alonsogd mabelhuertas maquiavelico campaa orquestada por el sr mauricio mulder quien casualmente fue invitado a todos los canales aliados
27919,0,alexerio esto es el chiste de la semana dile no a la violencia contra lamujerpartidomorado partido ojo morado prisioncontrakeikocor
33894,0,gonzalesposadal seria votar para darle a mauricio mulder la vida de clubes privados y almuerzos en restaurantes caros con sus hermanitos
18708,1,"ipsosperu elcomercioperu accionpopular  partidomorado estas son las cifras d vizcarradictador despues d fraudeelectoral con votoelectronico fraudeelectronico  moeueperu2020 
eleccionescongresales2020 elecciones2020 julioguzman"
34034,0,seria estupendo que el candidato mijael garrido lecca y su mentor mauricio mulder  hablen de como su compaero jefe humillaba a su esposa pilar nores ante camaras restregandole su infidelidad en  publico y que a su vez las indignadas naranjas con anabelle bartra a la cabeza
8546,2,tuesta de hecho la intencin de voto que hoy tiene el partidomorado se debe al merito exclusivo de sus candidatos no por arrastre de julio guzman por ello el escndalo afectar ms su candidatura de cara al 2021 y es buena oportunidad para que elijan nuevo candidato presidencial
14063,0,como cuando ests sper triste y pones un playlist de camila y ha ash  los de la agencia se van a deprimir
1327,1,sambaceleste esto es mas de  30 congresistas de accion popular  se acuerdan q vitochogb era un fujimorista mas 25  de fuerza popular  de 20 de alianza para el progreso  alli nomas tenemos mas de 80 obstruccionistas para hacerle la vida imposible al gbno  de lo mismo no por favor
7214,2,martha canales  26  desde este 26 de enero  se acabaron las vacaciones sr  presidente  orden y fiscalizacion para luchar contra la violencia y la delincuencia   fujimorismounido marca la  k  y escribe el 26 de  fuerzapopular
32914,1,hectorandres8 si parezco nio que cuando sale a la calle todo quiere y pues me la paso comiendo flaco no en vivo se nota mi panza
10614,1,"gilbertvioleta julioguzmanperu panoramaptv cuartopoder expresoperu gestionpe canaln ucinoticiaspe diariocorreo exitosape peru21noticias politicaecpe eso quisiera el fujiaprismo accion popular solidaridad nacional alianza por el progreso ppc 
sin embargo no son elecciones presidenciales sino congresales y el partido morado tiene muy buenos candidatos"
5757,0,diariodecurwen una prueba  de la alianza complice de accionpopular junto a los votos contundentes con fuerzapopular o sospechosas abstenciones en el congreso bancada y partido accionpopular hicieron espiritu de cuerpo para blindar corruptos y obstruir logrando peor congreso de la historia
10150,0,tuve una pesadilla asquerosa y me he levantado molesta
50,0,un chico vino desde adelante a sentarse cerca de mi slo a preguntarme la hora quizs era el amor de mi vida y yo lo mire feo
36151,2,este 26 de enero todos a marcar el mapa delperu  unequipoquejuegalimpio  ppc
8129,0,partidomorado  contigo aleskrause me indigna la falta su coherencia nos han tomado como unos tontos fuerzapopular amerinoreyna  los partidos polticos tiene que hacer bien su trabajopbo mora urgente atencin leiva
31498,2,coralifetaya partido morado es hora del cambio  partido morado tienes mi apoyo 
26643,2,"rt pedromoralesmi gracias a todos por sumarse
volvimos al cono norte de lima para consolidad nuestro compromiso con nuestra caravana d"
16720,1,envivo milagrosleivaentrevistaesquinabaja ese partidomorado no exista no tena ninguna ideologaen vivo 
20036,0,esconden a   para no complicar campaa de  fuerzapopular fiscal perez advirtio ausencias de keiko  en audiencias para su prision preventiva  e invoco a usar su derecho a la ultima palabra y  que se someta a la justicia del pais    diariouno
477,0,todo el dia esperando llegar a casa y comer helado casero pata encontrarme sin luz y el helado hecho agua putamadreeeeeee
12211,0,ichmeyo no soy adivino pero creo saber qu har partido morado 1 harn una conferencia de prensa mal hecha nivel amateur2 ning
17972,1,uy  una nueva lourdesppc  debatepovperu
9547,2,melapplezz ven para aca te abrazo fuerte se que no estoy fisicamente pero si estuviera haria de todo para que dejaras de sentirte mal
23858,2,asi vamos en ancash  fuerzapopular seguimos adelante   fujimorismounidojamasseravencido
15876,0,a alguien le sorprende   y quienes le hicieron  como desquiciados sin confirmar  solo para da   como suelen hacer  voceros y candidatos de  solidaridadnacional y de  fuerzapopular  socios del  sodalicio
