,label,text_changed
25249,1,independientemente lamentables sucesos afectaron perdamos vista sector prensa sorpresivos destapes demolieron par dias  encumbrados encumbrados encumbrados encumbrados candidatos meditemos
35841,0,mal  cuerpo pegalon recibio coimas latina noticias carlo navea partido tenia filtros requisito hincha odiador apra fujimoristas
28326,0,regalo lema campa captar voto femenino elpartidomorado deja  morada morada daniel morajulio guzmanni menospartido morado
7211,0,pena considere viejecito oportunista haciendose enfermo colocar candidatos marioneta fuerzapopular kenji arrepentido hermana destruyeron politica
16760,0,aleskrause indigna falta coherencia tomado tontos amerinoreyna  partidos partidos politicos
21182,0,tuitthepilot dmorazevallos partidomorado elcomercio peru larepublica latina atvpe atvmasnoticias noticiamerica noticias tvperu peru21noticias tromepe lamula  candidatos quedaron callados reprocharon repudiaron misoginos maltratadores
10256,0,paremos machismo elecciones votes partidos  consienten consienten maltratadores
18744,1,posicion posicion posicion cierre congreso decision
1493,0,acuna corrupcion amigos trabajaron congreso  vagazo vagazo vagazo mauricio mulder brujo cachiche
185,0,unico muero ganas  asomar disco
30374,0,acuna corrupcion amigos trabajaron congreso vagazo mauricio mulder brujo  cachiche cachiche
19339,0,mauricio mulder hablando  vientre alquiler eligieron elecciones internas pusieron contrabando candidato aboga  democraticos asco
33120,2,cocinare cocinare cocinare cena familiar cilindrada riqui pelaez
32817,2,ensantarosa candidataexponiendo propuestas  proyectos proyectos legislativos delperuseguimos avanzandounequipoquejuegalimpio ppc
13162,0,esposa daniel  exagerado desgraciado
24047,2,gracias revivir noticia patricia  leo leo leo gente entusiasmada ayudar presidente fujimori eleccionescongresales2020 fuerzapopular
12733,0,ipaf75 amigrode daryo julianaoxenford alberto belaunde danielfolivares atvpe presidente partido fundador partido presidente mesa directiva supuestamente  renuncia dmorazevallos comportamiento actitud deberia sopoe programa presentado contrario
1025,2,alguien twitter votar  fogxc3xb3n surge encontrado electores encuestas
26347,0,importa esfuerce letra  horrible horrible horrible
12656,0,costagino partidomorado   entorno diles basta votes sale congresista mora acuciosos descubrir oserias lideres
2486,2,eleccionescongresales2020  marquemos marquemos marquemos escribe k10 fuerzapopular k35
30287,1,candidato carmen omonte partido alianza progreso  propone propone propone priorizar debate despe
24045,0,2016 mira banda delincuencial fuerzapopular asno promueve dedicaron 2016 peruano patria sacamos impresentables voto  permitas permitas regresen fuerzapopularnuncamas
23811,1,lideresa fuerzapopular viajo  esposo esposo esposo markvito hijas
35254,0,adrianzeneduard  amr amr cix jajaja puesta escena malapero difusion arranca tweet capitan pinocho replicado radio bullafelizmente julioguzmanperu piso palito cta campa demolicionfijo ganador lejos
18840,1,recorrido bre domingo enero gracias  vecinos
14368,2,chevere pasa proximo practicante practicas tesis curso
35028,1,marisella joya notado politica momentos arcoiris  partido partido morado naranja
14362,1,ayyy debi tuiteado olvide estabas aca  hablo serio sarcasmo
10985,0,mulder bronceado mulder dinero algun pariente cercano casa playa pertenece club viaja gasolina peaje dias playa
12859,2,parodirevoredo  valientes enfrentamos
16307,0,alvaro  sarco sarco sarco deberia brindar charlas orientacion sexual padres suplir deficiencias seran final
5708,1,visitamos centro mercados querida ciudad tacna  lescano lescano lescano gracias poblacion cari demostrado
16529,2,maxjacinto4 elpartido morado diferencias convertirse desigualdades compromiso
27348,1,aprobo  iniciativa iniciativa camara diputados idea impulsada escondido qmo raton saco voz euforico mix
830,2,hermoso  conociste conociste
12240,0,jbcperu recordando entusiasta admirador terrorismo olviden cabeza lista
7108,2,toca votar  partidos partidos esten vinculados mafias vota queda votare
9198,1,lilian alvarado ppc organismo publico fiscalizacion colegios privados  impoante impoante
21775,0,olvides  ministra lujo respondona ppk decepcion electoressepulturera ppcextendio prision preventiva mesesboto procuradoraslloro ojo llorael beso judas caviar
299,0,estupendamente triste pones playlist camila ash agencia deprimir
16513,0,luchitoleivaof luchitoleivaof creian moralizadores resultaron moradizadores morado
2543,1,tuve honor participar pacto etico salud mental organizado asociacion psicologos lima concurrimos candidatos psicologos agrupaciones politicas psicologosdelima k26  fuerzapopular fuerzapopular elecciones2020 congreso2020
24507,0,perunewsletters jee indico evaluarian  caso caso daniel mora presenta renuncia
20524,1,jaicec fundadores empresas morado gerente  comunicaciones
5326,0,hno hereje comparte  profano
28505,0,jorgevillenal  lider mantenido conglomerado reclusion comunistas antifujimoristas rabiosos antifujimoristas convenidos pro dictadura principios puesto acuerdo
20026,1,100 acuerdo caso mora guzman indecisos posiblemente afecte  crecer ojala reflejado ipsos encuesta seria mortal mayoria accionpopular seguida fuerzapopular
14540,1,enero octubre 2019  presupuestal equivale 178 millones 852 millones aprobados 472 obras servicios zonas afectadas costero
17824,2,ganamos  dejamos dejamos dejamos huella gente preparada tareappcperu
33556,1,tvperu nombre francis andrea gutierrez sandoval
13056,0,vemos explica julio guzman infidelidad cuarto velas globos formas corazones entrando secret  esposa
27251,1,mira  explico explico teniai votar
30082,2,agradezco nota diario debemos velar lucha frontal  alegato derechos usuarios consumidores empresas entidades publicas nota
8048,2,renuncio irrevocablemente candidatura congreso alpartidomorado agradeciendo  seguidores seguidores seguidores respaldo confiaron manifesto mora twitter
4299,0,huyas huyas cobarde julio guzman george constanza
18883,1,continuando labor recoger sentir gente domingo enero debate huaycan  recorrimos recorrimos recorrimos recorrimos
5379,1,incluso trabajando unico
2400,2,estuvimos estuvimos estuvimos mercados centros comerciales comas seguimos fuerza fuerzapopular k26 psicologapenitencia
18897,0,bisectriz gobiernista despliegan redes capturar votos morados
25479,2,gracias gracias punta negrala delperulillianalvarado recorriendo lima llevando propuestas proyecto
22850,1,politicos carecen respaldo popular siguenos yout
5263,1,regrese pasar ciclos importante  favor ense humildad
34035,0,psss esperas  mauricio mauricio mauricio mulder ladras vivido peru mentir sinverguenzear tapar corruptos atacar pais ratas
7889,2,parti domorado propuestas morado  anticorrupcion vota informado morado
20608,0,pbodigital moraditos conoce  candidatos candidatos morado
5667,2,volver 2018 genial piensenlo avisan
12214,0,ideeleradio miembros morado creen  guzman guzman voltear pagina problema
29303,0,sentira tucanluisbedoyareyes conveido ppc actualidadesta jovencita minima idea importancia matrimonio  familia familia segun doctrinasocialcristianadelaiglesiafuenteperu
34949,0,hersegami comunicado morado  mantenido mantenido lider podra declaracion terminen
19751,1,alto
3946,0,m0retea  promueve promueve promueve matrim0nio
32385,0,unico libre affairs ollanta humalat  pobre pobre deprimido
6769,2,182 alegra  ambas opciones abrazo
407,1,algun sere  puntual puntual puntual puntual
6224,1,mauricio mulder julio guzman  toledo
26358,0,partido centro  izquierda izquierda izquierda izquierda lamentablemente ultimos influencia mercantilistas barnechea diez canseco secuaces vitocho representacion convirtio furgon cola fujialanismo
21956,2,vientos elperu gusta joven  mujer mujer mujer tomando liderazgo delperu ppc unequipoquejuegalimpio debatepovperu debateece2020
12841,1,noticiamerica compromiso tendra mover  cifras cifras encuestadoras
14650,1,defender  algun algun algun algun historia reivindicara nombre reconocio habia equivocado
20915,0,cualchata fatimatv cosa llamativa fotos incendio supone cita romantica velas flores corazones habian tupper comida vasos tragones  orgia orgia orgia orgia reunion corazones lider
6566,2,mauricio  mulder mulder
31309,2,eleccionescongresales2020 marquemos fuerzapopular marquemoslak escribe casillas blancas  lima
13553,1,ensantarosa candidataexponiendo propuestas  legislativos delperu
31996,2,henry quispe rosario sasieta peruanos tendran oportunidad  votar votar pegalon mujeres probado comprobado fina coesia estrafalario lider julio guzman voto reciba cachetada derechos mujer peruana
12354,1,perunewsale tuesta mora obligar continue  fernando tuesta indico elpartidomorado
29962,0,partido  comodin comodin comodin levantado encuestadoras prensa elecciones municipales gente busca vacar alcaldes incapaces
6330,1,candidato mauricio mulder partido aprista  peruano peruano peruano propone establecimiento senado elegido
12388,0,rafaelvasquezn referentes copiando malas  practicas practicas practicas blindaje combatir
9205,2,candidatadelequipoquejuegalimpio  jesus maria llevando propuestas
3772,2,noakeikope partidomorado  espalda candidato renuncio personas alturas hacerle facil
15123,0,mulder mulder sostuvo funcionarios sector publico perciben congresistas
26273,1,pasajes maleta potes bronceador alguien emocionada excepto dejar  solito
13579,1,ppc ppc anda entiende conceptosboomers
4117,0,enterandose  presidenciales trampean hombres quietos dama espera casa hvna
8081,0,candidato esposa seran citados despacho fiscal semana  notificados notificados notificados medida
24442,0,maritzasen habia sentencia morado dejo alberto  belaunde belaunde belaunde costagino querian renuncie
2078,2,siento orgullosa  compa compa compa eros demostrado
32017,0,josepimentelali  julioguzmanperu peru honor nombre siembran moretones mujeres
8778,1,escuchar debates  candidatos candidatos candidatos candidatas importante evidencia preparadas listas representarnos
24044,0,conchana exquisita indignada puso mamani habian  peatones peatones tapa ollas fuerzapopular embarra lavarse
22126,0,pobladores mal ubicados  sacudida estiman mil muertos lima
25846,2,creer horas sere egresada carreras estudios europa  excelente excelente excelente excelente gracias dios
31584,0,jaicec joya morado  vinculado vinculado vinculado mafia brasile
15516,2,carolina carolina rueda prensa compa erxs prensa
23546,1,vemos vemos debate peru transmitira vivo pagina
20739,0,redes sociales queman  lider lider boca burlas corre rapido
862,0,tamaaare
26721,0,vayas votar mafias acu brujas cachiche  votes votes votes alianza progreso
19788,0,ayudemos publicidad miembros decentes  listas listas demas basurero traidores
20457,0,exitosa lider morado guzman blanco  criticas criticas conociese departamento
21898,2,ppc seriamente propuestas concretas reforma politica creas promete muchounequipoquejuegalimpio  debatecec2020 debatecec2020 debatetvperu
208,2,feliz nacimiento infinito gracias presencia abrazo  alicia
17343,2,oportunidad apostar propuesta personas valgan quieran pais esten  abriendo abriendo ojos pulpines dejan manipular odio desinformacion
16733,0,mujer incendio huir cobarde
28841,2,partidomorado tomamos enserio incansablemente conversando gente tocando puertas recorriendo calles generando confianza resultados veran  enero enero enero
25006,0,triciclodelperu mantenido reclutado  antifujimoristas antifujimoristas antifujimoristas  antifujimoristas antifujimoristas antifujimoristas periodistas ganarse puesto expongas diles
23009,1,marcelo domingo  contratar malos plantilla imploran congreso actu
24214,0,mierda  congresal congresal fuerzapopular mierda fujitrolls pululan redes saa comechados extendiendo mano asqueroso taper jefa seguira presa celebra
3305,2,sofiaes75112804 ugluis  guerra guerra sucia presidente delpartidojulio guzman exagerada espero
24598,0,pata trans cava agredio mujer toleraste agresion dedicaste defenderlo  victimizarloen victimizarloen denunciarlo pegalon pediste erradicarlo
6826,1,amigas  propuestas puedan compairlas contactos sumar
11002,2,beto porq estara mulder programa domingo noche volvere sillon espectar programa eliminaras mauricio  bastos bastos despertado demasiado interes escucharlo mauricio programa apago televisor
28228,0,todoxperu politica  papay seas conchudo regulacion defensa civil recepcion debia extintor
9528,0,quiero ecas mafia terminar examen ana estupido  video video parcial
26890,0,noticias mulder opino mora miedo conyuge  ratifico ratifico denuncia violencia
30492,0,1ra semana programa beto ortiz  rosa maria bartra semana pesimo campa solidaridad nacional n mauricio mulder apra depende ustedes
2147,2,violencia mujer indica cantidad leyes  existentes existentes fomenten masculinidades funcionarios
25696,0,partido ppc  pucp catolicosal contratio6 ateos laicos llaman
2221,1,partido politico votara elecciones  congresales congresales congresales 2020 fuente ipsos peru
26792,2,voto  congresista congresista congresista congresista peru mauricio mulder
10621,1,aviso comunidad chiste partido politico alianza  sanos
14425,2,muestran solitos  cosa felizmente
6023,0,triste preocupante  encabezan encabezan conocidos aliados
21106,2,parodirevoredo jtownsenddc julioguzman partidomorado totalmente acuerdo escuche  exposiciones exposiciones julio quede impresionada intelectual aplomo cualificaciones preparacion peru nivel
13809,2,seguimos recorriendo tarapoto enero marca mapa escribe numero region sanmartin ppc  erickasandyjuegalimpio
14365,0,vis  perritos lucian tristes pesimas condiciones hayan rescat
13868,2,sonando sonando sonando excelente
7989,1,sofiaes75112804  karlacalle karlacalle karlacalle jne peru dmorazevallos tremenda troll karla dire periodista guerra sucia apartidomorado
147,0,despues cantantes  volvieron tocar juntos arequipa lima maldita
34780,2,toca  peruanos peruanos peruanos defender democracia apoyemos partidos fuerzapopular apra solidaridad contigo
35959,1,alegria trabajado arduamente llegar propuestas quedan dias
3066,1,hersegami rosa maria bara julio guzman morado aun declaraciones termine  consultas consultas
30368,0,mulder conto solicito asilo politico  alan alan garcia
27807,0,triste preocupante  encabezan encabezan encabezan conocidos aliados accionpopular fuerzapopular alianzaporelprogreso
17255,2,daniel mora renuncio  congreso
19092,1,regresar mauricio  seguir saqueando arcas medio congreso dom
9646,0,serio  conviccion intereses universidades cansancio
27197,0,gusta gusta gusta base problemas culpables violencia abrio
13718,1,despues volver proceso segun indica ordenanza ppc presupuesto participativo vigente instituciones ong vuelvan creer participar  aderezar recurso
15360,0,gracias irreconocible mauricio mulder ampayada almorzando  puro puro fujimorista
28146,0,pbodigital  vasquezkunze vasquezkunze hubiera aliado oportunista
12905,2,recuerdosperu ipsosperu accionpopularpe pfuerzapopular partidomorado peru app peru valdra pena fumigacion  pena salir calle
895,1,partido  venido venido altura partido morado
14355,0,tumblr heart internet general  veo arte hermoso siento
11608,2,cusco fuerzapopular
2638,2,candidato congreso republica lima  cesar arroyo azurza marca escribe numero fuerzapopul
33787,2,viva apra muere  lider lider lider lider mauricio mulder amante pais votemos gente decente jamas cuestionada mulder catedra congreso
6209,0,eliminar politica come echado vividor chihuan congreso muerto hambre aprista blindador corruptos dormilon curul serpiente hemiciclo perro comision ladron  pasos pasos perdidos mauricio mulder perron guau
3133,1,lamula  julio guzman indico mora enviar oficio alpartidoy
1707,0,mauricio mulder correligionarios eligieron contrabando pusieron  demandante asco
29299,1,ppc equipo florea acompa ennos  propuestas propuestas
13559,0,cambiar partidos mafiosos fuerzapopular apra solidaridadnacional  app app ppc cont
11473,2,domingo votare  pasivos pasivos pasivos pasivos apostado lista diversa cuadros escandalos candidatas votos lucha
7539,2,seguimos recorriendo  mercados mercados mercados lima estuvimos mercado virgen carmen san juan lurigancho seguimos avanzando humildad constancia fuerzapopular k10 elguardiandelaconstitucion
2844,1,blume rechaza ponencia ramos carlosramos considerar congreso confianza seria tinterillada pbodigital  olaechea blume loultimo tribunalconstitucional ledesma peru fuerzapopular vitocho lima
35464,2,paridadperu  ursula ursula moscoso carigahela arlettecontrers kharlaheredia17 amor
6602,1,mauricio mauricio mulder peru
3955,2,asunto candidata joven mujer lidera lista congreso apurimac
36033,2,gracias punta negrala delperulillianalvarado recorriendo  lima lima lima lima llevando propuestas proyectos ppc distrito renovemoslapolitica la10 ppcvotappc
34989,1,jotamendoza3m seguimos recorriendo mercados mensaje  campa campa propuestas vas votar
31609,0,lamula  morado morado morado morado familiar previo dimision agrupacion lidera julio guzman daniel mora afirmo
28198,0,pianonocturno  doctora doctora doctora cuchicuchi julito porrompomponven espero colchon llegare puchi dire cucuchi
28008,2,fsagasti enero oportunidad cambio pais necesita juntos creando  amistad
22029,2,abrazo  sororoso sororoso sororoso encontraremos
32523,2,seguimos recorriendo mercados mensaje campa propuestas vas votar  festividad enero marca escribe
30707,0,acuna mauricio mulder  candidato candidato apra ahorro dinero sueldo congresista alcanza caradura
14470,2,perfecta  balance claro sales cantando
2538,1,fuerzapopular aparece simulacro votacion comercio ipsos  fernando fernando tuesta estima
10614,1,ecpe quisiera fujiaprismo accion popular solidaridad  estatal alianza progreso ppc elecciones presidenciales congresales partido morado candidatos
30584,0,chistoso wen  decirle gente vote partido cobija vago mauricio mulder diez legislo mitomano mijael garrido lecca electo congresista pagar deudas parrrrr favarrrr
26604,0,aparte municipalidades pesima
11076,0,tienes tienes tienes razon apra hombre violento palabras mauricio
3725,1,lismelendezpm excelente  mujer mujer mujer mujer empoderada admiro llegaras metas suerte elecciones
31316,1,columbus  fuerzapopular fuerzapopular fuerzapopular fuerzapopular indica apoyan mineria formal diversos poderes gobierno boicotea debateelectoral
33003,0,escuchar horrible musica deberias respetar area comun  super polite
31475,0,eudmed blogcyh perfecta paridad beneficiados expulsion expongas exponga
18608,2,terminando  aglomeracixc3xb3n feliz crecimiento
3909,1,willaxtv alex vonehren rafaelsantosn phill butters  probable cree brigada especial combatir
27159,0,mauricio mulder congresista  cobraba cobraba mil soles alcanzaba cubrir gastos chihuan
29078,0,venezuela moneda venezolana huevo huevito echame full gasolina importa cuan grande rico  pais pais pais comunismo destruir
5046,1,ptm serio  rafael rafael rafael pasa meto asunto
16127,2,seguimos recorriendo mercados lima estuvimos mercado virgen carmen san juan  lurigancho lurigancho lurigancho lurigancho segui
3884,0,triciclodelperu  reclutador antifujimoristas rabiosos convenidos comunistas caviares asoleados periodistas necesitados sospechosos evidentes perseguidos justicia incautos vizcarristas remoras politicas
3176,2,maxperaltap equipo  congresales2020
18073,1,puse paso descartar pensado despues  intente bless
24723,2,brunogesc  partidomorado partidomorado lista cualquiera candidatos capaces funcion legislativa meses
35786,0,probable partidomorado  hayan hayan puesto trampa julioguzmanperu reemplazarlo problema partidos comun gente recien conoce independientes
26400,0,alcaldes  jesus maria andan desesperados utilizan personal fiscalizacion tumbar propaganda
34674,2,fuerza fuerzapopular duela
4262,1,marco  personero legal procesado caso
9277,2,gano elperu candidatos demostraron  claror seguridad palabras noto preparacionppc
12027,2,martha psicologa  correccional experiencia inpe acabemos juntos delincuencia
17941,2,candidatacomprometida candidatacomprometida candidatacomprometida ratificacion acuerdodeescazu promovera mejora justicia ambiental peruunequipoquejuegalimpio ppc
18827,2,congresistas parlamento disuelto votaron suspension  vizcarra vizcarra vizcarra eleccion presidencial mercedes araoz garantiza parlamentarios objetivos
27349,0,partidos trazan metas realizables meses resto alucina  aplazado meses  aplazado decadas periodo transitorio osea fuente vease debates
26336,0,pude  tremendo sol
5258,0,tratamiento medicina natural alergias  aireo acondionado agentes tipo pesadilla
31058,0,gente leyendo comentarios partido moreton partido malertante generalizar persona partido basura significa partido fuerzapopular entro  elecciones20
6012,0,joyita barata peor gente deja enga sujeto iba clases llegaba
11648,0,perez dinero  contribuyentes contribuyentes contribuyentes peruanos pagarle keiko cuestiono sueldo asigna
13752,2,26e elperu  unequipoquejuegalimpio unequipoquejuegalimpio unequipoquejuegalimpio unequipoquejuegalimpio candidatos sentenciados violencia familiar partidos votabien marca ppc eleccionescongresales2020
28604,2,parodirevoredo partidomorado decidi voto elegidos costagino  danielfolivares danielfolivares danielfolivares
15692,2,permitamos  cambiar enero lograr congreso defienda gente enero decide vota
25362,0,tales idl nido caviares izmierdistas  socios
28615,1,peru21noticias cifras despues  moeueperu2020 moeueperu2020
9472,1,elige amar duela parezca imposible  tiemble tiemble tiemble alma tengas miedo vayas salir herida amor transforma
36159,1,luis bedoya reyes reunio proximos integrantes bancada ppc impresiones acerca coyuntura  politica politica rol partido futuro congreso
18983,0,omar chehade numero lista  anillo progreso recordemos envuelto caso corrupcion gobierno ollanta humala revelado idl hilo
25706,2,educacion visto servicio derechomuy  bienppcdebateece2020 bienppcdebateece2020 bienppcdebateece2020
7135,2,excelente noticia legalizacion partido politico convergencia democracia mejora democracia cuan  contar partidos reivindiquen abrazo
12432,1,ursula moscoso fiscalizaremos comisarias centros emergencias mujer  trato victima atencion reci
32840,2,igualdad opounidades  curso accion floro ppc unequipoquejuegalimpio
19862,2,maina  poocarrero poocarrero voz pueblo congreso lima
21849,1,elperu educacion derecho servicioppc  unequipoquejuegalimpio unequipoquejuegalimpio unequipoquejuegalimpio debatepovperu debateece2020
14217,0,amiga gusta ceviche  siento frustrada mejores amigas
5468,1,peruano peruano
2325,1,candidata rocio silva santisteban  habido propuestas parecen sumamente interesantes
14944,1,progreso exgerente subregion cutervo walter benavides gavidida afronta investigacion
11693,2,enero enero 2020 marca escribe mariaelenak16 vida familia congreso2020 26 enero enero voto onpe marcak escribe16 nuevocambio fuerzapopular
13827,1,examen  esforzando fuese alguien orgulloso
24140,0,accionpopular realmente preocupante performance municipios espanto miedo pensar gente preparada mayoria  alianzaporelprogreso lloremos ahorita eleccionescongresales2020
7711,0,duchodepe duchodepe duchodepe duchodepe detras debacle morado recuerdan destruyo partido comploto
11506,2,paso situacion elegir opciones interesantes exitos  meterse politica
2379,2,marco arana frente amplio avanza forjando esperanza enero 2020 vota flor cantuta escribe  fidel fidel fidel torres
14675,0,atencion topos fujimorismo deslindes claros directos mafia candidatos sospechosos  satelites delincuenciales
1380,1,tavara consulta alianza progreso pagado multa millones soles aprox impuso onpe  recibir recibir
15785,0,mainez pelota programa manifesto partido  tomo tomo tomo posicion candidaturas intendencia necesita izquierda individuos sienten partidos programas gente
30764,1,difundir  mercedes mercedes soriano
2693,0,conchana exquisita indignada puso mamani habian peatones tapa ollas fuerzapopular  lavarse
25218,0,extracto  cinico cinico cinico patetico resto entrevista guru suficiente confirmar vean entrevista completa
18797,2,procesado  quisiera quisiera foto demuestra pacto fujiaprismo llega enfrentarlos mientan
2612,2,congreso republica lima ricardo vasquez kunze marca escribe numero fuerzapopular
16858,0,chistosa demusperu defensoria peru manuelaramos mimpperu gloriamonteneg calladitos colectivos feministas defensoria  locuaz locuaz locuaz ministra mujer callados verguenza
2045,1,comparto participacion  actualidad propuestas elecciones congresale
34181,1,vote leonardo mendez garita regidor caago 2020 2024  administracion proyecto
31150,2,peru peru respira fujimorismo juntos defendiendo lideresa unete fuerza
21986,1,opto  serio confusa admito corto aburrimiento gente
32230,2,candidata joven mujer lidera lista congreso apurimac
11981,1,urgente testigo  carlos yumi yagui escalera tercer piso fiscalia
18422,0,amodorrarse malo  amodorrarse tarde
8928,0,peor partido  amparar situaciones incoherentes
32666,1,jueves enero estare entrevista atv programaen contacto pamela veiz juan  gambini
6482,0,comechados mantener  desgraciado mauricio mulder
32585,2,ciudadanos comparto video desinformacion busquemos informacion fuentes confiablespartido morado politica decente
9544,1,uds  locas locas sun and moon ganas jugar hablan stats huevadas idea feliz atrapando combatiendo nomas
34351,0,convergencia rasgan  aprobacion ley anti saqueos barricadas nosotr olvidamos votaron favor discutio
11958,1,partido politico votara elecciones congresales 2020 voto2020 votoinformado fuerzapopular accionpopular app partidomorado frenteamplio apra contigo fuente  ipsos ipsos ipsos peru
12369,2,perunewsletters pepi  julio guzman tendra oportunidad reconciliarse ciudadania
8543,2,triciclodelperu triciclodelperu triciclodelperu foxdarwin776 mora lista resaltar partido morado blinda partido morado exigio daniel mora presentar renuncia pronunciaron voto
13463,1,dias portada martes  enero enero 2020 digital abiea
25648,1,alturas entrevistar candidatos solidaridadnacional contigo perulibreppc etc esy viaje dimensionya
20510,0,ideeleradio ideeleradio ideeleradio mora absolutamente descalificado representar sector morado
7141,2,defensa familia fuerzapopular
26120,0,mujer llena puntos rojos gusta
30792,1,vemos debate  transmitira vivo pagin
20174,0,mulder gestion destructiva congreso agregado pais
19048,1,guzman  peru ppc izquierda accion popular alianza progres
19775,2,frente amplio seguira comprometido pueblo luchas seguira luchando proteccion medio ambiente  enero decide vota
24165,0,congresista fuerzapopular carlostubino acepto fujimorismo cometio errores  aceptar aceptar aceptar aceptar
6479,0,mauricio mulder principal labor congresista fiscalizacion volver congreso olvido  demas demas apristas fujimoristas pasaron blindando corruptos vizcarra disolvio
19287,0,mauricio mulder pago practicas pre  profesionales profesionales internos salud exclusivo internos medicina demas grupos  profesionales profesionales
21218,2,seguimos seguimos seguimos seguimos avanzando
6280,1,mauricio mulder julio guzman  toledo
18476,0,lleguen hacerte entrevista prensa local muerta sue ito ganas  ptm ptm
15834,2,martha martha hora chambear gobierno habla kontodo fuerzapopular
23887,0,metastasis caviar  absolutamente antidemocratico fuerzapopular argolla apodero medios pbo butters guzman delsolar moradito hildebrandt apra markvito keiko
15566,1,colores
20137,0,ptm oye jodas animal pretendes congreso fuerzapopular pedo ustedes sujeto bestia ignorante dudo  debate jodan
24021,0,diethell columbus vueltas pollo  carbxc3xb3n contesta floreando jaime entendio fuerzapopular seguir mela pasa pilon nedenrpp
32072,0,mgarciafreundt civisdiestra deberia preso pronunciado algun colectivo   idl filtro lista fundadores desgracia vizcarra aparece opinando
18582,0,quintanilla
13069,1,congreso lima metropolitana votos validos accion popular baja sube fuerza popular baja seguir trabajando descanso
34964,0,jaicec incendio salio corriendo  guzman guzman guzman habria fundadora morado acto amoroso
28240,1,ursula moscoso estare exviceministro energia minas pedro gamio intercambiando ideas  hablando hablando proxim
3838,1,primerpedal dijero recien alquilaron  desayuno partidario cuantas habra alquilado fondos asumo procedencia licita
1334,1,trabajando jovenes amigos compartimos nota revista  mejora condiciones laborales jovenes app
15163,2,aprista apra congreso mauricio  enorme politico salu
12465,0,moraditos conoce candidatos  deja  mujeres
25831,0,almorzar  nanay nanay nanay dras capacitacion mal organizada almuerzo mandan comer 2pm
35771,1,julio guzman mariano  ignacio ignacio ignacio prado decada
25953,2,logrado monton  valoras valoras valoras esfuerzo envidiable
10879,0,invitamos  excongresista mauricio mulder proximo domingo 2020 firmo
12689,0,eudmed seguridad expongas expongas entorno  basta votes sale congresistaacuciosos descubrir oserias lideres
472,1,entiendo vida  alcance fiel
7131,2,vemos vemos debate peru transmitira vivo pagina facebook
24331,0,frinzmann escucho ursula moscoso salieron presentando renuncia
35063,0,pbodigital tiembla unpartidoque defender  mujeres mujeres resul
3102,0,jaicec portada republica  fundador fundador morado agresor mujeres habria agresor
24164,2,hector hector hector hector nota leyendo textos minedu eleccionescongresales2020 fuerzapopular
23464,1,mauricio mulder rosa  bartra bartra martha chavez yeni vilcatoma mijael glp beingolea
25027,1,willaxtv alex vonehren rafaelsantosn phill butters  kikebravopradojudyro94como kikebravopradojudyro94como kikebravopradojudyro94como kikebravopradojudyro94como probable cree brigada especial combatir
11135,0,difundir voten  apra favoreces mauricio mulder voten
16845,0,canaln marcas casilleros contribuiras elijan congresista consiguientemente  parlamentaria dejes enga lista miento
19103,0,digas malo ofrezco  500 500 500 500 servicios abogado candidato peru
5639,2,adoro carita  hermosa hermosa hermosa
10950,1,abre  ojos ojos mauricio mulder
3856,0,rosmemostace parecen preguntas validas esposa mantiene apoyo finalidad carrera politica tipo juntandose depa  indicas queda lealtad
7379,2,gobierno presidente alberto fujimori peru logra ingresar  apec apec apec cooperacion economica asia pacifico chino devolvio paz enero marcare escribire numero trujillo fuerzapopular
34830,2,manuelgago manuelgago martha chavez obtendria votacion siguenos youtube
20652,0,perunoticiashoy garcia toma guzman elpartidomorado actuo  mora
13419,0,tuesta mora obligar  continue continue candidato fernando tuesta indico partido morado proceder solicitar retiro candidatura daniel mora
36137,0,ppc creer ppc protegio familia
6578,0,nico exponerte gente acuerde desgraciadas  congresistas congresistas delincuentes educacion valores morales todavia pseudo abogado mauricio mulder delincuente ligado mafias apristas
12505,0,ligazon permanente  liderazgo listas problema acaso lider nivel ambiguedad respuestas
31811,0,abandonar mujer incendio huir  apocado
29750,2,demasiado nota revivi adolescencia comerciales series edicion
33783,0,alanista mauricio mulder presto participar ridiculo show politico beto ortiz catastrofico resultado  despido espectadores abrumador
5160,2,vaquero wody caballo  imprimi imprimi ise recortable niego feliz alcanzaba
25319,2,gracias consideracion  impulsan impulsan impulsan meterme politica construir confianza devolver politica ciudadanos
13569,2,mira partido juega  limpio limpio limpio limpio bedoya reyes inspira seguir ruta sol luz limpia fuee ilumina piensa ppc pasion peru ningun otroppc partido juego  limpio limpio limpio limpio huachano7 paisanojk
5312,1,exagerada  creacixc3xb3n necesito trago pasar necesito tranquila
35430,0,manuelaltamira1 reyconbarba julioguzmanperu dmorazevallos alberto belaunde gloriamonteneg costagino rosario sasieta  rosanacuevam rosanacuevam rosanacuevam rosanacuevam deltamdelta julianaoxenford anajarav mujeresalmandol cachomakeup carlos bruce apellida mora candidato morada esposa morado dile expongas
4162,2,gracias  regalarnos noche llena memes
28344,1,partidomorado julio guzman sentimos conformes explicaciones secretario general bancada afirmo  corresponden tema estrictamente privado nota completa pagina noticias
15024,0,mauricio  foto
15316,0,grande grande grande grande mauricio mulder sopapo mermelero
4005,1,equipo preparado banners quieren ayudar campa  casa quieres enviame datos contactae gracias antemano
13191,2,chepen recibimiento marca escribe
